Pesquisador,Departamento,Titulo do artigo,Ano de Publicação,País de publicação,DOI,Titulo do periódico/revista,ISSN,Volume,Fascículo,Série,Página inicial,Página final,Local de publicação,Autores,Ínicio
64,Ecologia,Towards environmentally sustainable agriculture in Brazil: challenges and opportunities for applied ecological research,2012,,10.1111/j.1365-2664.2012.02145.x,Journal of Applied Ecology (Print),218901,1,,,no,no,,"Ferreira, Joice ;PARDINI, Renata ;Metzger, Jean Paul ;Fonseca, Carlos Roberto ;Pompeu, Paulo S. ;Sparovek, Gerd ;Louzada, Julio",2018
64,Ecologia,Evaluating the legacy of landscape history: extinction debt and species credit in bird and small mammal assemblages in the Brazilian Atlantic Forest,2012,,10.1111/j.1365-2664.2012.02214.x,Journal of Applied Ecology (Print),218901,49,,6,1325,1333,,"Lira, Paula K. ;Ewers, Robert M. ;Banks-Leite, Cristina ;PARDINI, Renata ;Metzger, Jean Paul",2018
64,Ecologia,"Associations of Forest Cover, Fragment Area, and Connectivity with Neotropical Understory Bird Species Richness and Abundance",2012,,10.1111/j.1523-1739.2012.01940.x,Conservation Biology,8888892,26,,6,1100,1111,,"MARTENSEN, Alexandre Camargo ;RIBEIRO, Milton Cezar ;Banks-Leite, Cristina ;Prado, Paulo Inácio ;Metzger, Jean Paul",2018
64,Ecologia,Unraveling the drivers of community dissimilarity and species extinction in fragmented landscapes,2012,,10.1890/11-2054.1,"Ecology (Brooklyn, New York, N.Y.)",129658,93,,12,2560,2569,,"Banks-Leite, Cristina ;Ewers, Robert M. ;Metzger, Jean Paul",2018
64,Ecologia,A model of road effect using line integrals and a test of the performance of two new road indices using the distribution of small mammals in an Atlantic Forest landscape,2012,,10.1016/j.ecolmodel.2012.07.033,Ecological Modelling,3043800,247,,,64,70,,"Freitas, Simone R. ;ALEXANDRINO, MARCOS M. ;PARDINI, Renata ;Metzger, Jean Paul",2018
64,Ecologia,"The confounded effects of habitat disturbance at the local, patch and landscape scale on understorey birds of the Atlantic Forest: Implications for the development of landscape-based indicators",2013,,10.1016/j.ecolind.2012.04.015,Ecological Indicators,1470160X,31,,,82,88,,"Banks-Leite, Cristina ;Ewers, Robert M. ;Metzger, Jean Paul",2018
64,Ecologia,"Combining phylogeography and landscape genetics of                            (Aves: Pipridae), a white sand                            specialist, to understand Pleistocene landscape evolution in Amazonia",2013,,10.1111/bij.12102,Biological Journal of the Linnean Society,244066,110,,,60,76,,"CAPURUCHO, J. ;CORNELIUS, C. ;BORGES, S. H. ;COHN-HAFT, M. ;METZGER, J. P. ;RIBAS, C. C.",2018
64,Ecologia,O Código Florestal Tem Base Científica?,2010,,10.4322/natcon.00801017,Natureza & Conservação,16790073,8,,1,92,99,,"Metzger, Jean Paul",2018
64,Ecologia,Importance of estimating matrix quality for modeling species distribution in complex tropical landscapes: a test with Atlantic forest small mammals,2008,,10.1111/j.2008.0906-7590.05302.x,Ecography (Copenhagen),9067590,31,,0,80304020349105,370,,"UMETSU, Fabiana ;Paul Metzger, Jean ;PARDINI, Renata",2018
64,Ecologia,A Framework for Setting Local Restoration Priorities Based on Landscape Context,2013,,10.4322/natcon.2013.024,Natureza & Conservação,16790073,11,,2,152,157,,"Tambosi, Leandro R. ;METZGER, J. P.",2018
64,Ecologia,Landscape Ecology Perspective in Restoration Projects for Biodiversity Conservation: a Review,2013,,10.4322/natcon.2013.019,Natureza & Conservação,16790073,11,,2,108,118,,"Leite, M.S. ;Tambosi, Leandro R. ;Romitelli, I. ;METZGER, J. P.",2018
64,Ecologia,Challenges and Opportunities in Applying a Landscape Ecology Perspective in Ecological Restoration: a Powerful Approach to Shape Neolandscapes,2013,,10.4322/natcon.2013.018,Natureza & Conservação,16790073,11,,2,103,107,,"Brancalion, P. ;METZGER, J. P.",2018
64,Ecologia,How good are tropical forest patches for ecosystem services provisioning?,2014,,10.1007/s10980-014-9988-z,Landscape Ecology,15729761,29,,,187,200,,"FERRAZ, S. F. B. ;FERRAZ, K. M. P. M. B. ;CASSIANO, C. C. ;Brancalion, P. ;LUZ, D. ;TAMBOSI, Leandro ;Metzger, Jean Paul",2018
64,Ecologia,How are native vegetation and reserves afy different road types in a southeastern Brazilian state?fected b,2013,,,OECOLOGIA AUSTRALIS,21776199,17,,,447,458,,"FREITAS, Simone Rodrigues de ;SOUSA, C. ;BOSCOLO, Danilo ;Metzger, J",2018
64,Ecologia,REVIEW: Beyond the fragmentation debate: a conceptual model to predict when habitat configuration really matters,2014,,10.1111/1365-2664.12190,Journal of Applied Ecology (Print),218901,51,,2,309,318,,"VILLARD, MARC-ANDRÉ ;Metzger, Jean Paul",2018
64,Ecologia,A Framework to Optimize Biodiversity Restoration Efforts Based on Habitat Amount and Landscape Connectivity,2014,,10.1111/rec.12049,Restoration Ecology,10612971,22,,2,169,177,,"Tambosi, Leandro R. ;Martensen, Alexandre C. ;RIBEIRO, MILTON C. ;Metzger, Jean P.",2018
64,Ecologia,Environment and dispersal paths override life strategies and residence time in determining regional patterns of invasion by alien plants,2014,,10.1016/j.ppees.2013.10.003,"Perspectives in Plant Ecology, Evolution and Systematics (Print)",14338319,16,,1,1,10,,"VICENTE, J.R. ;HONRADO, J. ;PEREIRA, H.M. ;RANDIN, C.F. ;GONÇALVES, J. ;LOMBA, A. ;ALVES, P. ;METZGER, J. ;CEZAR, M. ;GUISAN, A.",2018
64,Ecologia,Experiences from the Brazilian Atlantic Forest: ecological findings and conservation initiatives,2014,,10.1111/nph.12989,New Phytologist (Print),0028646X,204,,3,,,,"JOLY, CARLOS A. ;Metzger, Jean Paul ;Tabarelli, Marcelo",2018
64,Ecologia,Long-term carbon loss in fragmented Neotropical forests,2014,,10.1038/ncomms6037,Nature Communications,20411723,5,,,5037,,,"PÜTZ, SANDRO ;HUTH, ANDREAS ;GROENEVELD, JÜRGEN ;HENLE, Klaus ;KNOGGE, Christoph ;MARTENSEN, Alexandre Camargo ;METZ, MARKUS ;Metzger, Jean Paul ;RIBEIRO, Milton Cezar ;DE PAULA, MATEUS DANTAS",2018
64,Ecologia,Using ecological thresholds to evaluate the costs and benefits of set-asides in a biodiversity hotspot,2014,,10.1126/science.1255768,"Science (New York, N.Y.)",368075,345,,6200,1041,1045,,"BANKS-LEITE, C. ;MARTENSEN, A. C. ;METZGER, J. P. ;PARDINI, R. ;TAMBOSI, L. R. ;PEARSE, W. D. ;BUENO, A. A. ;BRUSCAGIN, R. T. ;CONDEZ, T. H. ;DIXO, M. ;IGARI, A. T.",2018
64,Ecologia,Conserving Brazil&apos;s Atlantic forests--Response,2014,,10.1126/science.346.6214.1193-b,"Science (New York, N.Y.: Online)",10959203,346,,6214,1193,1193,,"BANKS-LEITE, C. ;MARTENSEN, A. C. ;METZGER, J. P. ;PARDINI, R. ;TAMBOSI, L. R. ;PEARSE, W. D. ;BUENO, A. A. ;BRUSCAGIN, R. T. ;CONDEZ, T. H. ;DIXO, M. ;IGARI, A. T.",2018
64,Ecologia,The IPBES Conceptual Framework - connecting nature and people,2015,,10.1016/j.cosust.2014.11.002,Current Opinion in Environmental Sustainability (Print),18773435,14,,,1,16,,"DÍAZ, SANDRA ;BÁLDI, ANDRÁS ;BARTUSKA, ANN ;BASTE, IVAR ANDREAS ;BILGIN, ADEM ;BRONDIZIO, EDUARDO ;CHAN, KAI MA ;FIGUEROA, VIVIANA ELSA ;DURAIAPPAH, ANANTHA ;FISCHER, MARKUS ;HILL, ROSEMARY ;DEMISSEW, SEBSEBE ;KOETZ, THOMAS ;LEADLEY, PAUL ;LYVER, PHILIP ;MACE, GEORGINA M ;MARTIN-LOPEZ, BERTA ;OKUMURA, MICHIKO ;PACHECO, DIEGO ;PASCUAL, UNAI ;PÉREZ, EDGAR SELVIN ;REYERS, BELINDA ;CARABIAS, JULIA ;ROTH, EVA ;SAITO, OSAMU ;SCHOLES, ROBERT JOHN ;SHARMA, NALINI ;TALLIS, HEATHER ;THAMAN, RANDOLPH ;WATSON, ROBERT ;YAHARA, TETSUKAZU ;HAMID, ZAKRI ABDUL ;AKOSIM, CALLISTUS ;JOLY, CARLOS ;AL-HAFEDH, YOUSEF ;ALLAHVERDIYEV, RASHAD ;AMANKWAH, EDWARD ;ASAH, T STANLEY ;ASFAW, ZEMEDE ;BARTUS, GABOR ;BROOKS, ANATHEA L. ;CAILLAUX, JORGE ;DALLE, GEMEDO ;DARNAEDI, DEDY ;LONSDALE, MARK ;DRIVER, AMANDA ;ERPUL, GUNAY ;ESCOBAR-EYZAGUIRRE, PABLO ;FAILLER, PIERRE ;FOUDA, ALI MOUSTAFA MOKHTAR ;FU, BOJIE ;GUNDIMEDA, HARIPRIYA ;HASHIMOTO, SHIZUKA ;HOMER, FLOYD ;LAVOREL, SANDRA ;ASH, NEVILLE ;LICHTENSTEIN, GABRIELA ;MALA, WILLIAM ARMAND ;MANDIVENYI, WADZANAYI ;MATCZAK, PIOTR ;MBIZVO, CARMEL ;MEHRDADI, MEHRASA ;Metzger, Jean Paul ;MIKISSA, JEAN BRUNO ;MOLLER, HENRIK ;MOONEY, HAROLD A ;LARIGAUDERIE, ANNE ;MUMBY, PETER ;NAGENDRA, HARINI ;NESSHOVER, CARSTEN ;OTENG-YEBOAH, ALFRED APAU ;PATAKI, GYÖRGY ;ROUÉ, MARIE ;RUBIS, JENNIFER ;SCHULTZ, MARIA ;SMITH, PEGGY ;SUMAILA, RASHID ;ADHIKARI, JAY RAM ;TAKEUCHI, KAZUHIKO ;THOMAS, SPENCER ;VERMA, MADHU ;YEO-CHANG, YOUN ;ZLATANOVA, DIANA ;ARICO, SALVATORE",2018
64,Ecologia,Response to Comment on 'Using ecological thresholds to evaluate the costs and benefits of set-asides in a biodiversity hotspot',2015,,10.1126/science.aaa1602,"Science (New York, N.Y.)",368075,347,,6223,731,731,,"BANKS-LEITE, C. ;MARTENSEN, A. C. ;METZGER, J. P. ;PARDINI, R. ;TAMBOSI, L. R. ;PEARSE, W. D. ;BUENO, A. A. ;BRUSCAGIN, R. T. ;CONDEZ, T. H. ;DIXO, M. ;IGARI, A. T.",2018
64,Ecologia,Safeguarding Ecosystem Services: A Methodological Framework to Buffer the Joint Effect of Habitat Configuration and Climate Change,2015,,10.1371/journal.pone.0129225,Plos One,19326203,10,,6,e0129225,,,"GIANNINI, TEREZA C. ;Tambosi, Leandro R. ;ACOSTA, ANDRÉ L. ;JAFFÉ, RODOLFO ;SARAIVA, ANTONIO M. ;IMPERATRIZ-FONSECA, VERA L. ;Metzger, Jean Paul",2018
64,Ecologia,Atlantic forest bird communities provide different but not fewer functions after habitat loss,2015,,10.1098/rspb.2014.2844,Proceedings - Royal Society. Biological Sciences (Print),9628452,282,,1811,20142844,,,"DE COSTER, GREET ;Banks-Leite, Cristina ;Metzger, Jean Paul",2018
64,Ecologia,An estimate of the number of tropical tree species,2015,,10.1073/pnas.1423147112,Proceedings of the National Academy of Sciences of the United States of America,278424,112,,24,7472,7477,,"SLIK, J. W. FERRY ;VAN DEN BERG, EDUARDO ;OCHOA-GAONA, SUSANA ;ONRIZAL ;PAGE, NAVENDU ;PAROLIN, PIA ;PARREN, MARC ;PARTHASARATHY, NARAYANASWAMY ;PAUDEL, EKANANDA ;PERMANA, ANDREA ;PIEDADE, MARIA T. F. ;PITMAN, NIGEL C. A. ;BERNACCI, LUIS ;POORTER, LOURENS ;POULSEN, AXEL D. ;POULSEN, JOHN ;POWERS, JENNIFER ;PRASAD, RAMA C. ;PUYRAVAUD, JEAN-PHILIPPE ;RAZAFIMAHAIMODISON, JEAN-CLAUDE ;REITSMA, JAN ;DOS SANTOS, JOÃO ROBERTO ;ROBERTO SPIRONELLO, WILSON ;DA CONCEIÇÃO BISPO, POLYANNA ;ROMERO-SALTOS, HUGO ;ROVERO, FRANCESCO ;ROZAK, ANDES HAMURABY ;RUOKOLAINEN, KALLE ;RUTISHAUSER, ERVAN ;SAITER, FELIPE ;SANER, PHILIPPE ;SANTOS, BRAULIO A. ;SANTOS, FERNANDA ;SARKER, SWAPAN K. ;BLANC, LILIAN ;SATDICHANH, MANICHANH ;SCHMITT, CHRISTINE B. ;SCHÖNGART, JOCHEN ;SCHULZE, MARK ;SUGANUMA, MARCIO S. ;SHEIL, DOUGLAS ;DA SILVA PINHEIRO, EDUARDO ;SIST, PLINIO ;STEVART, TARIQ ;SUKUMAR, RAMAN ;BÖHNING-GAESE, KATRIN ;SUN, I.-FANG ;SUNDERLAND, TERRY ;SURESH, H. S. ;SUZUKI, EIZI ;Tabarelli, Marcelo ;TANG, JANGWEI ;TARGHETTA, NATÁLIA ;THEILADE, IDA ;THOMAS, DUNCAN W. ;TCHOUTO, PEGUY ;BOECKX, PASCAL ;HURTADO, JOHANNA ;VALENCIA, RENATO ;VAN VALKENBURG, JOHAN L. C. H. ;VAN DO, TRAN ;VASQUEZ, RODOLFO ;VERBEECK, HANS ;ADEKUNLE, VICTOR ;VIEIRA, SIMONE A. ;WEBB, CAMPBELL O. ;WHITFELD, TIMOTHY ;BONGERS, FRANS ;WICH, SERGE A. ;WILLIAMS, JOHN ;WITTMANN, FLORIAN ;WÖLL, HANNSJOERG ;YANG, XIAOBO ;ADOU YAO, C. YVES ;YAP, SANDRA L. ;YONEDA, TSUYOSHI ;ZAHAWI, RAKAN A. ;ZAKARIA, RAHMAD ;BOYLE, BRAD ;ZANG, RUNGUO ;DE ASSIS, RAFAEL L. ;GARCIA LUIZE, BRUNO ;VENTICINQUE, EDUARDO M. ;BRADFORD, MATT ;BREARLEY, FRANCIS Q. ;ARROYO-RODRÍGUEZ, VÍCTOR ;BREUER-NDOUNDOU HOCKEMBA, MIREILLE ;BUNYAVEJCHEWIN, SARAYUDH ;CALDERADO LEAL MATOS, DARLEY ;CASTILLO-SANTIAGO, MIGUEL ;CATHARINO, EDUARDO L. M. ;CHAI, SHAUNA-LEE ;CHEN, YUKAI ;COLWELL, ROBERT K. ;CHAZDON, ROBIN L. ;CLARK, CONNIE ;AIBA, SHIN-ICHIRO ;CLARK, DAVID B. ;CLARK, DEBORAH A. ;CULMSEE, HEIKE ;DAMAS, KIPIRO ;DATTARAJA, HANDANAKERE S. ;DAUBY, GILLES ;DAVIDAR, PRIYA ;DEWALT, SAARA J. ;DOUCET, JEAN-LOUIS ;DUQUE, ALVARO ;ALVAREZ-LOAYZA, PATRICIA ;DURIGAN, Giselda ;EICHHORN, KARL A. O. ;EISENLOHR, PEDRO V. ;ELER, EDUARDO ;EWANGO, CORNEILLE ;FARWIG, NINA ;FEELEY, KENNETH J. ;FERREIRA, LEANDRO ;FIELD, RICHARD ;DE OLIVEIRA FILHO, ARY T. ;ALVES, LUCIANA F. ;FLETCHER, CHRISTINE ;FORSHED, OLLE ;FRANCO, GERALDO ;FREDRIKSSON, GABRIELLA ;GILLESPIE, THOMAS ;GILLET, JEAN-FRANÇOIS ;AMARNATH, GIRIRAJ ;GRIFFITH, DANIEL M. ;GROGAN, JAMES ;GUNATILLEKE, NIMAL ;ASHTON, PETER ;HARRIS, DAVID ;HARRISON, RHETT ;HECTOR, ANDY ;HOMEIER, JÜRGEN ;IMAI, NOBUO ;ITOH, AKIRA ;JANSEN, PATRICK A. ;JOLY, CARLOS A. ;DE JONG, BERNARDUS H. J. ;KARTAWINATA, KUSWATA ;BALVANERA, PATRICIA ;KEARSLEY, ELIZABETH ;KELLY, DANIEL L. ;KENFACK, DAVID ;KESSLER, MICHAEL ;KITAYAMA, KANEHIRO ;KOOYMAN, ROBERT ;LARNEY, EILEEN ;LAUMONIER, YVES ;LAURANCE, SUSAN ;LAURANCE, WILLIAM F. ;BASTIAN, MEREDITH L. ;LAWES, MICHAEL J. ;AMARAL, IEDA LEAO DO ;LETCHER, SUSAN G. ;LINDSELL, JEREMY ;LU, XINGHUI ;MANSOR, ASYRAF ;MARJOKORPI, ANTTI ;MARTIN, EMANUEL H. ;MEILBY, HENRIK ;MELO, FELIPE P. L. ;BELLINGHAM, PETER J. ;METCALFE, DANIEL J. ;MEDJIBE, VINCENT P. ;Metzger, Jean Paul ;MILLET, JEROME ;MOHANDASS, D. ;MONTERO, JUAN C. ;DE MORISSON VALERIANO, MÁRCIO ;MUGERWA, BADRU ;NAGAMASU, HIDETOSHI ;NILUS, REUBEN",2018
64,Ecologia,A landscape triage approach: combining spatial and temporal dynamics to prioritize restoration and conservation,2015,,10.1111/1365-2664.12405,Journal of Applied Ecology (Print),218901,52,,3,590,601,,"RAPPAPORT, DANIELLE I. ;Tambosi, Leandro R. ;Metzger, Jean P.",2018
64,Ecologia,Funções eco-hidrológicas das florestas nativas e o Código Florestal,2015,,,Estudos Avançados,1304014,29,,84,151,162,,"TAMBOSI, L. R. ;VIDAL, Mariana Morais ;FERRAZ, S. F. B. ;Metzger, J",2018
64,Ecologia,Does certification improve biodiversity conservation in Brazilian coffee farms?,2015,,10.1016/j.foreco.2015.08.021,Forest Ecology and Management,3781127,357,,,181,194,,"HARDT, ELISA ;BORGOMEO, EDOARDO ;DOS SANTOS, ROZELY F. ;PINTO, LUÍS FERNANDO G. ;Metzger, Jean Paul ;Sparovek, Gerd",2018
64,Ecologia,Patch size matters for amphibians in tropical fragmented landscapes,2016,,10.1016/j.biocon.2015.12.025,Biological Conservation,63207,195,,,89,96,,"ALMEIDA-GOMES, MAURICIO ;VIEIRA, MARCUS VINÍCIUS ;ROCHA, CARLOS FREDERICO DUARTE ;Metzger, Jean Paul ;DE COSTER, GREET",2018
64,Ecologia,Time-Lag in Responses of Birds to Atlantic Forest Fragmentation: Restoration Opportunity and Urgency,2016,,10.1371/journal.pone.0147909,Plos One,19326203,11,,1,e0147909,,,"Uezu, Alexandre ;Metzger, Jean Paul",2018
64,Ecologia,"Teaching landscape ecology: the importance of field-oriented, inquiry-based approaches",2016,,10.1007/s10980-016-0338-1,Landscape Ecology,9212973,31,,,620,,,"ALMEIDA-GOMES, MAURICIO ;PREVEDELLO, JAYME AUGUSTO ;SCARPA, DANIELA LOPES ;Metzger, Jean Paul",2018
64,Ecologia,Landscape genetics of a tropical rescue pollinator,2016,,10.1007/s10592-015-0779-0,Conservation Genetics,15660621,17,,2,267,278,,"JAFFÉ, RODOLFO ;CASTILLA, ANTONIO ;POPE, NATHANIEL ;IMPERATRIZ-FONSECA, VERA LUCIA ;Metzger, Jean Paul ;ARIAS, MARIA CRISTINA ;JHA, SHALENE",2018
64,Ecologia,Landscape structure influences bee community and coffee pollination at different spatial scales,2016,,10.1016/j.agee.2016.10.008,"Agriculture, Ecosystems & Environment (Print)",1678809,235,,,1,12,,"SATURNI, FERNANDA TEIXEIRA ;JAFFÉ, RODOLFO ;Metzger, Jean Paul",2018
64,Ecologia,"Landscape, Environmental and Social Predictors of Hantavirus Risk in São Paulo, Brazil",2016,,10.1371/journal.pone.0163459,Plos One,19326203,11,,10,e0163459,,,"Prist, Paula Ribeiro ;URIARTE, MARIA ;TAMBOSI, LEANDRO REVERBERI ;PRADO, AMANDA ;PARDINI, Renata ;D´ANDREA, PAULO SÉRGIO ;Metzger, Jean Paul",2018
64,Ecologia,A stochastic model for landscape patterns of biodiversity,2016,,10.1002/ecm.1223,ECOLOGICAL MONOGRAPHS,129615,86,,4,462,479,,"PREVEDELLO, JAYME A. ;GOTELLI, NICHOLAS J. ;Metzger, Jean Paul",2018
64,Ecologia,High Emigration Propensity and Low Mortality on Transfer Drives Female-Biased Dispersal of Pyriglena leucoptera in Fragmented Landscapes,2017,,10.1371/journal.pone.0170493,Plos One,19326203,12,,1,e0170493,,,"AWADE, Marcelo ;Candia-Gallardo, Carlos ;CORNELIUS, CINTIA ;Metzger, Jean Paul",2018
64,Ecologia,Educating a new generation of landscape ecologists,2017,,10.1007/s10980-016-0477-4,Landscape Ecology,9212973,32,,2,457,459,,"Metzger, Jean Paul",2018
64,Ecologia,"USING DIFFERENT PROXIES TO PREDICT HANTAVIRUS DISEASE RISK IN SÃO PAULO STATE, BRAZIL",2017,,10.4257/oeco.2017.2101.04,Oecologia Australis,21776199,21,,1,1,,,"Prist, P. ;MUYLAERT, R. L. ;Prado, A. ;UMETSU, Fabiana ;RIBEIRO, Milton Cesar ;PARDINI, Renata ;METZGER, J.",2018
64,Ecologia,Land system science in Latin America: challenges and perspectives,2017,,10.1016/j.cosust.2017.01.015,Current Opinion in Environmental Sustainability (Print),18773435,26-27,,,37,46,,"BOILLAT, SÉBASTIEN ;FUTEMMA, CÉLIA ;GRAU, H RICARDO ;MATHEZ-STIEFEL, SARAH-LAN ;Metzger, Jean Paul ;OMETTO, JEAN PIERRE HENRY BALBAUD ;PEDLOWSKI, MARCOS ANTONIO ;PERZ, STEPHEN G ;ROBIGLIO, VALENTINA ;SOLER, LUCIANA ;VIEIRA, IMA ;SCARPA, FABIANO M ;BRONDIZIO, EDUARDO S ;ROBSON, JAMES P ;GASPARRI, IGNÁCIO ;AIDE, T MITCHELL ;AGUIAR, ANA PAULA DUTRA ;ANDERSON, LIANA O ;BATISTELLA, MATEUS ;FONSECA, MARISA GESTEIRA",2018
64,Ecologia,New perspectives in ecology and conservation,2017,,10.1016/j.pecon.2017.02.001,Perspectives in Ecology and Conservation,25300644,15,,1,1,2,,"Metzger, Jean Paul ;LOYOLA, RAFAEL ;DINIZ-FILHO, JOSÉ ALEXANDRE FELIZOLA ;PILLAR, VALÉRIO D.",2018
64,Ecologia,Habitat fragmentation drives inter-population variation in dispersal behavior in a Neotropical rainforest bird,2017,,10.1016/j.pecon.2017.02.002,Perspectives in Ecology and Conservation,25300644,15,,1,3,9,,"CORNELIUS, CINTIA ;AWADE, Marcelo ;CÂNDIA-GALLARDO, CARLOS ;SIEVING, KATHRYN E. ;Metzger, Jean Paul",2018
64,Ecologia,Matrix type affects movement behavior of a Neotropical understory forest bird,2017,,10.1016/j.pecon.2017.03.001,Perspectives in Ecology and Conservation,25300644,15,,1,10,17,,"BIZ, MARIANE ;CORNELIUS, CINTIA ;METZGER, JEAN PAUL WALTER",2018
64,Ecologia,Effects of bird and bat exclusion on coffee pest control at multiple spatial scales,2017,,10.1007/s10980-017-0555-2,LANDSCAPE ECOLOGY,9212973,32,,9,1907,1920,,"LIBRÁN-EMBID, FELIPE ;DE COSTER, GREET ;Metzger, Jean Paul",2018
64,Ecologia,Climate change and sugarcane expansion increase Hantavirus infection risk,2017,,10.1371/journal.pntd.0005705,PLoS Neglected Tropical Diseases,19352735,11,,7,e0005705,,,"Prist, Paula Ribeiro ;URIARTE, MARÍA ;FERNANDES, KATIA ;Metzger, Jean Paul",2018
64,Ecologia,Effects of landscape structure on avian-mediated insect pest control services: a review,2017,,10.1007/s10980-017-0503-1,LANDSCAPE ECOLOGY,9212973,32,,,931,944,,"BOESING, ANDREA L. ;NICHOLS, ELIZABETH ;Metzger, Jean P.",2018
64,Ecologia,"Landscape, Climate and Hantavirus Cardiopulmonary Syndrome Outbreaks",2017,,10.1007/s10393-017-1255-8,EcoHealth,16129202,14,,,607,,,"Prist, Paula Ribeiro ;D´ANDREA, PAULO SÉRGIO ;Metzger, Jean Paul",2018
64,Ecologia,Lack of evidence of edge age and additive edge effects on carbon stocks in a tropical forest,2018,,10.1016/j.foreco.2017.09.042,FOREST ECOLOGY AND MANAGEMENT,3781127,407,,,57,65,,"D'ALBERTAS, FRANCISCO ;COSTA, KARINE ;ROMITELLI, ISABELLA ;BARBOSA, JOMAR MAGALHÃES ;VIEIRA, SIMONE APARECIDA ;Metzger, Jean Paul",2018
64,Ecologia,Best practice for the use of scenarios for restoration planning,2017,,10.1016/j.cosust.2017.10.004,Current Opinion in Environmental Sustainability,18773435,29,,,14,25,,"Metzger, Jean Paul ;DUARTE, GABRIELA TEIXEIRA ;GARCIA, LETÍCIA COUTO ;GRYTNES, JOHN-ARVID ;HAGEN, DAGMAR ;JARDIM, ANDRÉ VITOR FLEURI ;KAMIYAMA, CHIHO ;LATAWIEC, AGNIESZKA EWA ;RODRIGUES, RICARDO RIBEIRO ;RUGGIERO, PATRICIA GC ;Sparovek, Gerd ;ESLER, KAREN ;STRASSBURG, BERNARDO ;SARAIVA, ANTONIO MAURO ;JOLY, CARLOS ;KRUG, CORNELIA ;ARIAS, MELISSA ;TAMBOSI, Leandro ;CROUZEILLES, RENATO ;ACOSTA, ANDRÉ LUIS ;BRANCALION, PEDRO HS ;D?ALBERTAS, FRANCISCO",2018
